Title,Date,Creator and role,Department,Medium text statement,IRN,Image Filename,colour0,colour1,colour2,colour3,colour4,CSS_colour0,CSS_colour1,CSS_colour2,CSS_colour3,CSS_colour4
Room with a visitor,1979,"DUNLOP, Brian - ",Contemporary Australian Art,Oil,12168,1-1720_001.jpg,#7e7157,#c8bc9d,#a79c7b,#4f4a3b,#cfcec0,dimgray,tan,rosybrown,darkolivegreen,lightgray
Mundukul (Lightning serpent),2005,"MARAWILI, Djambawa - ",Indigenous Australian Art,Natural pigments,6011,2005.272_001.jpg,#9a7b67,#150e13,#e0c8b5,#bfa38f,#664539,gray,black,wheat,rosybrown,darkolivegreen
(Untitled) (from 'Vistavision 20/20' series),1990,"TO, Hiram - ",Contemporary Australian Art,Photocopies under patterned glass encased in lead,3650,1991.281.005_001.jpg,#014f98,#fdfdfd,#5b5a5c,#0674b6,#69a1c2,teal,white,dimgray,darkcyan,cadetblue
Black painting no.45,2008,"NGUYEN Thái Tuấn,  - ",Contemporary Asian Art,Oil,14173,2011.070_001.jpg,#adb2b3,#1f1f23,#647163,#9ca2a2,#d9ddd4,darkgray,black,dimgray,darkgray,gainsboro
Body design,2006,"MARBURDUK, Laurie - ",Indigenous Australian Art,Etching,9491,2007.059_001.jpg,#f8f3ee,#837569,#ccbeb2,#eaddd1,#a79a8e,seashell,gray,silver,gainsboro,rosybrown
Honey,2006,"MARBURDUK, Laurie - ",Indigenous Australian Art,Etching,15,2007.060_001.jpg,#e6d9cd,#786759,#f7f2ee,#a19185,#c6b6aa,gainsboro,dimgray,whitesmoke,rosybrown,silver
Footsteps,1989,"MARCLAY, Christian - ",Contemporary International Art,Vinyl record,9907,2010.324_001.jpg,#110d12,#eae7e0,#f8c004,#655530,#b9b2a7,black,gainsboro,gold,darkolivegreen,darkgray
The Macassan prahu (from 'Duyfken' portfolio),2006,"MARIKA, Dhuwarrwarr - ",Indigenous Australian Art,Linocut,9519,2007.207.004_001.jpg,#f5f2e9,#46423e,#807d78,#2a2722,#bcb9b4,linen,darkslategray,gray,darkslategray,silver
Milngurr,2007,"MARIKA, Dhuwarrwarr - ",Indigenous Australian Art,Natural pigments,9460,2007.252_001.jpg,#33302e,#d4cec8,#937b4f,#65443a,#afa394,darkslategray,lightgray,dimgray,darkolivegreen,darkgray
Milngurr,2018,"MARIKA, Dhuwarrwarr - ",Indigenous Australian Art,Enamel paint,33564,2019.135_001.jpg,#aeacaa,#d8d7d4,#41403e,#7a7976,#f4f2ed,darkgray,lightgray,darkslategray,gray,whitesmoke
Untitled (Buralku - spirit place for the dead),c.1960,"MARIKA, Mathaman - ",Indigenous Australian Art,Natural pigments,35293,2020.290_001.jpg,#90664b,#bea694,#dddcda,#6c5043,#a28572,sienna,rosybrown,gainsboro,darkolivegreen,gray
Contingent,2008,"NEUENSCHWANDER, Rivane - ",Contemporary International Art,"Digital Betacam, DVD and Quicktime file on media player: 10:30 minutes, colour, silent",14901,2008.354_001_still.jpg,#ede9e6,#bbb9b0,#cfcec6,#7b7666,#140f11,linen,silver,lightgray,dimgray,black
Wawulak wulay ga wittji (The two Wawulak sisters and the freshwater python/ rainbow serpent) (from 'Australian Legal Group' portfolio),1987,"MARIKA, Banduk - ",Indigenous Australian Art,Linocut,4908,1988.101.006_001.jpg,#eadfd2,#9c550b,#dfc47d,#191315,#cd9811,gainsboro,saddlebrown,burlywood,black,goldenrod
Banumbirr (Morning Star) (no. 1 from 'Yalangbara' suite),2000,"MARIKA, Banduk - ",Indigenous Australian Art,Linocut,9032,2004.200_001.jpg,#f0ede9,#56524f,#d7d3d0,#130f0e,#999592,linen,darkslategray,lightgray,black,darkgray
Bol'ngu (The Thunderman - bringer of storms during their journey) (no. 4 from 'Yalangbara' suite),2000,"MARIKA, Banduk - ",Indigenous Australian Art,Linocut,9584,2004.249_001.jpg,#0a0805,#d8d4d1,#827f73,#b9b6a7,#474439,black,lightgray,gray,darkgray,darkslategray
Sacred totem animals,c.1960,"MARIKA, Mawalan 1 - ",Indigenous Australian Art,Natural pigments,35294,2020.125_001.jpg,#b8a599,#7a5e56,#f9f7f6,#ab896e,#d7c6bb,darkgray,dimgray,whitesmoke,rosybrown,silver
Djan’kawu and his sisters,1980s,"MARIKA, Wandjuk - Collaborating artist; MARIKA, Mawalan 2 - Collaborating artist",Indigenous Australian Art,Natural pigments,35295,2020.291_001.jpg,#6c4c41,#c7beaf,#aa9786,#fefefe,#906c52,darkolivegreen,silver,rosybrown,white,dimgray
Larrakitj - Mumutthun (Paddle splash),2006,"MARIKA, Wanyubi - ",Indigenous Australian Art,Wood with natural pigments,13419,2007.256_002_detail.jpg,#ececec,#867f7d,#dadada,#afaaa8,#59514f,whitesmoke,gray,gainsboro,darkgray,dimgray
Manasa Mangala (The Story of the Snake Goddess Manasa),2013,"CHITRAKAR, Abdul - ",Contemporary Asian Art,Natural colour,22085,2016.019_001.jpg,#4a3926,#596f5e,#ebe5df,#c79e72,#a15d36,darkolivegreen,dimgray,gainsboro,darkkhaki,sienna
Dancer,2005,"MARRINON, Linda - ",Contemporary Australian Art,Tinted plaster,14977,2006.066_001.jpg,#c2c0bd,#efefef,#7d7a75,#a4a19d,#dde1e5,silver,whitesmoke,gray,darkgray,gainsboro
Man in long johns,2005,"MARRINON, Linda - ",Contemporary Australian Art,Plaster,14974,2006.067_002.jpg,#e7e2df,#ccc9c5,#bbb7b2,#dad6d1,#9e968d,gainsboro,silver,silver,lightgray,rosybrown
Man with shorts,2005,"MARRINON, Linda - ",Contemporary Australian Art,Patinated plaster,14975,2006.068_001.jpg,#2a292c,#f0f2f3,#8e8d93,#5b5b62,#3e3d42,darkslategray,whitesmoke,lightslategray,dimgray,darkslategray
Pink sailor,2005,"MARRINON, Linda - ",Contemporary Australian Art,Tinted plaster,14976,2006.069_001.jpg,#fbfbfd,#e7c7bf,#ab8583,#f3dcd6,#d4b2ab,ghostwhite,pink,rosybrown,antiquewhite,tan
the well,1990,"WATSON, Judy - ",Indigenous Australian Art,Lithograph,8860,1992.064_002.jpg,#666053,#e8e0d1,#989080,#312c24,#c5bba9,dimgray,gainsboro,gray,darkslategray,silver
The valley farm,c.1880s,"MARSHALL, R.A.K. - ",International Art,Watercolour and gouache over pencil,8437,1-0042_001.jpg,#a89d72,#d5c6a5,#998b38,#57583c,#747247,darkkhaki,tan,olivedrab,darkolivegreen,dimgray
Salt shaker,1995,"MARSLAND, Sally - ",Contemporary Australian Art,"Sterling silver, stainless steel and anodised aluminium",8748,1997.074a-b_001.jpg,#f1f1f1,#72715e,#cccea3,#403f37,#a7a981,whitesmoke,dimgray,silver,darkslategray,darkseagreen
Salt shaker,1995,"MARSLAND, Sally - ",Contemporary Australian Art,"Sterling silver, stainless steel and anodised aluminium",6879,1997.075a-b_001.jpg,#efefef,#9d9c85,#3b3a34,#c8c9ae,#69685d,whitesmoke,rosybrown,darkslategray,silver,dimgray
Salt shaker,1995,"MARSLAND, Sally - ",Contemporary Australian Art,"Sterling silver, stainless steel and anodised aluminium",3225,1997.076a-b_001.jpg,#7f7e6f,#f4f4f4,#b3b58d,#54524b,#d3d4b3,gray,whitesmoke,tan,darkslategray,silver
Big white composite,2000,"MARSLAND, Sally - ",Contemporary Australian Art,Paint and car-filler,11317,2000.134_001.jpg,#eeedea,#6c695e,#cbc6b4,#e0ddd0,#aeaa98,linen,dimgray,silver,gainsboro,darkgray
Big yellow composite #2,2000,"MARSLAND, Sally - ",Contemporary Australian Art,Paint and car-filler,3259,2000.135_001.jpg,#f2f1f2,#cfb006,#6b6448,#b3b1aa,#f7dd44,whitesmoke,goldenrod,dimgray,darkgray,sandybrown
Small pink composite,2000,"MARSLAND, Sally - ",Contemporary Australian Art,Paint and car-filler,3327,2000.136_001.jpg,#f6f6f4,#c5b49e,#dfcfbf,#807c74,#efe5dd,whitesmoke,tan,lightgray,gray,antiquewhite
Very big green composite,2000,"MARSLAND, Sally - ",Contemporary Australian Art,Paint and car-filler,3261,2000.162_001.jpg,#339528,#ebebeb,#b3b3ae,#769267,#1c670e,forestgreen,lavender,darkgray,gray,darkgreen
Brisbane,c.1852,"MARTENS, Conrad - ",Australian Art,Watercolour and gouache over pencil,10809,1-0113_001.jpg,#9e7446,#b28759,#765c3a,#cfc0b1,#473f2e,sienna,peru,darkolivegreen,silver,darkslategray
View of Brisbane (in 1851),1862,"MARTENS, Conrad - ",Australian Art,Watercolour and gouache over pencil,1809,1-0128_001.jpg,#6a4c3a,#ad8c6b,#865b41,#d2b596,#896c57,darkolivegreen,rosybrown,sienna,tan,dimgray
Sydney Cove,,"MARTENS, Conrad - ",Australian Art,Watercolour and gouache over pencil,7127,1-0635_001.jpg,#765239,#e6d6c8,#c9ad97,#3c281b,#a57c60,darkolivegreen,lightgray,tan,darkslategray,gray
Middle Harbour,1859,"MARTENS, Conrad - ",Australian Art,Watercolour and gouache over pencil,7445,1-0860_001.jpg,#9c7758,#eadac3,#493328,#b59a81,#755641,gray,wheat,darkslategray,rosybrown,darkolivegreen
River scene (Aborigines in foreground),,"MARTENS, Conrad - ",Australian Art,Watercolour,3669,1-0883_001.jpg,#5f4f3e,#cab3a1,#826c53,#3e3128,#a28c74,darkolivegreen,tan,dimgray,darkslategray,rosybrown
View from Craigend (Sydney),1837,"MARTENS, Conrad - ",Australian Art,Watercolour and gouache over pencil,7549,1-0915_001.jpg,#402d22,#b1a3a1,#9b7663,#714f3d,#cec6c1,darkslategray,darkgray,gray,darkolivegreen,silver
English Town,1829,"MARTENS, Conrad - ",Australian Art,Watercolour and gouache over pencil,4158,1-1310_001.jpg,#dbbfa1,#462c1c,#ab7547,#c89f72,#794b2b,tan,darkslategray,peru,darkkhaki,saddlebrown
Port Jackson from Brown's cottage,c.1843,"MARTENS, Conrad - ",Australian Art,Pencil,6296,2-0587_001.jpg,#e2d7d6,#a69b9a,#dfb38a,#c9bdbc,#ded0cf,gainsboro,darkgray,burlywood,silver,lightgray
"The homestead, Canning Downs",1852,"MARTENS, Conrad - ",Australian Art,Watercolour,13598,1998.042_002.jpg,#362519,#ddb283,#b8854e,#8d6136,#5f4126,darkslategray,burlywood,peru,sienna,darkolivegreen
"Heifer Station, Canning Downs",1854,"MARTENS, Conrad - ",Australian Art,Watercolour,12368,1998.043_002.jpg,#a87a45,#805229,#dbb88e,#482b17,#cca173,peru,saddlebrown,burlywood,darkolivegreen,darkkhaki
"Crossing place, Canning Downs",1854,"MARTENS, Conrad - ",Australian Art,Watercolour,8955,1998.044_002.jpg,#92653c,#432a19,#d0a16f,#6d482c,#b58450,sienna,darkslategray,darkkhaki,saddlebrown,peru
"Forest, Cunningham's Gap",1856,"MARTENS, Conrad - ",Australian Art,Watercolour,8766,1998.045_004.jpg,#665036,#241710,#37271d,#947d5c,#4b3827,darkolivegreen,black,darkslategray,gray,darkolivegreen
Coochin Run,1854,"MARTENS, Conrad - ",Australian Art,Watercolour,8767,1998.046_002.jpg,#c49872,#6a462b,#9e7149,#392518,#d9ab80,rosybrown,saddlebrown,sienna,darkslategray,burlywood
"Killarney, Canning Downs",1854,"MARTENS, Conrad - ",Australian Art,Watercolour,8956,1998.047_003.jpg,#c38a5b,#633e26,#d5a375,#9b663f,#321e13,peru,saddlebrown,darksalmon,sienna,black
Brisbane,1855,"MARTENS, Conrad - ",Australian Art,Watercolour,14440,1998.177_001.jpg,#d0b18b,#57412a,#2e1e13,#81694a,#a89379,tan,darkolivegreen,black,dimgray,rosybrown
"House and garden, Goomburra",c.1853,"MARTENS, Conrad - ",Australian Art,Watercolour and pencil,3192,1999.052_001.jpg,#80593d,#553b26,#714b31,#33251a,#937053,sienna,darkolivegreen,saddlebrown,darkslategray,dimgray
Franklyn Vale,c.1854,"MARTENS, Conrad - ",Australian Art,Watercolour,3144,2000.149_001.jpg,#a78c75,#604a33,#d0ad8a,#8e6b47,#3c2e21,rosybrown,darkolivegreen,tan,sienna,darkslategray
"The bark hut on the plain, Darling Downs, Qld., Mount Sturt from Glengallan",c.1850s,"MARTENS, Conrad - ",Australian Art,Watercolour and gouache,21369,2014.400_001.jpg,#b48b5a,#564227,#866835,#d0b68a,#a57e50,peru,darkolivegreen,sienna,tan,peru
Vase,1941,"MARTIN, Ida - ",Australian Art,"White earthenware, hand built, dipped in Mt Tamborine and Coorparoo clays and incised with nude girls in panels and scrolls in the double scraffito technique",1888,4-0913_001.jpg,#e8e7e3,#8f6949,#b7ab9c,#5f341d,#c68b48,gainsboro,sienna,darkgray,saddlebrown,peru
"Helen Middleton, lifesaver, Alexandra Headland (from 'Journeys north' portfolio)",1986-87,"MARTIN, Lin - ",Contemporary Australian Art,Gelatin silver photograph,8017,1987.166.001_001.jpg,#b7bbbc,#29292c,#e1e5e4,#5b5e60,#989c9e,silver,darkslategray,gainsboro,dimgray,darkgray
"Bobby Lees, sculptor/performer/builder, Sunshine Beach (from 'Journeys north' portfolio)",1986-87,"MARTIN, Lin - ",Contemporary Australian Art,Gelatin silver photograph,7954,1987.166.002_001.jpg,#4d4e4e,#e0e0e0,#1e1d1d,#b0b3b2,#7f8181,darkslategray,gainsboro,black,darkgray,gray
"Mary Accatino, cane farmer, Moresby (from 'Journeys north' portfolio)",1986-87,"MARTIN, Lin - ",Contemporary Australian Art,Gelatin silver photograph,7635,1987.166.003_001.jpg,#e7e9eb,#414447,#1b1b1d,#a4a7aa,#686b6f,lavender,darkslategray,black,darkgray,dimgray
"Cherie Daniels, reef walker, Magnetic Island (from 'Journeys north' portfolio)",1986-87,"MARTIN, Lin - ",Contemporary Australian Art,Gelatin silver photograph,8018,1987.166.004_001.jpg,#e3e5e5,#2d3033,#85898b,#55595c,#b8bcbc,gainsboro,darkslategray,gray,dimgray,silver
"Fred Robinson, farmer, Rathdownie (from 'Journeys north' portfolio)",1986-87,"MARTIN, Lin - ",Contemporary Australian Art,Gelatin silver photograph,5967,1987.166.005_001.jpg,#232328,#dadee1,#787c7f,#a5a9ac,#4b4e51,darkslategray,gainsboro,gray,darkgray,darkslategray
"Harry Skennar, collector, Herberton (from 'Journeys north' portfolio)",1986-87,"MARTIN, Lin - ",Contemporary Australian Art,Gelatin silver photograph,2496,1987.166.006_001.jpg,#d8dbdb,#4a4e51,#1d1d1f,#aaaeb0,#797d7f,gainsboro,darkslategray,black,darkgray,gray
"Deiter, cane weaver, Bingil Bay (from 'Journeys north' portfolio)",1986-87,"MARTIN, Lin - ",Contemporary Australian Art,Gelatin silver photograph,1935,1987.166.007_001.jpg,#b5b8bb,#171517,#e0e4e6,#45474b,#797c7f,silver,black,gainsboro,darkslategray,gray
"Herbie Harold Adams, retired boxer, gold miner, Clump Point (from 'Journeys north' portfolio)",1986-87,"MARTIN, Lin - ",Contemporary Australian Art,Gelatin silver photograph,7058,1987.166.008_001.jpg,#e0e4e3,#4e5255,#b0b4b5,#7c8083,#252629,gainsboro,darkslategray,darkgray,gray,darkslategray
"Henry Rockley, farmer, Tolga (from 'Journeys north' portfolio)",1986-87,"MARTIN, Lin - ",Contemporary Australian Art,Gelatin silver photograph,1119,1987.166.009_001.jpg,#707477,#dbdfde,#18171a,#424548,#a8acae,dimgray,gainsboro,black,darkslategray,darkgray
"Laurie King, truck driver, Kaurie (from 'Journeys north' portfolio)",1986-87,"MARTIN, Lin - ",Contemporary Australian Art,Gelatin silver photograph,1120,1987.166.010_001.jpg,#404346,#d9dddc,#6a6d70,#9a9ea0,#1c1c20,darkslategray,gainsboro,dimgray,darkgray,black
"Keith Spooner, engine driver, Proserpine Sugar Mill (from 'Journeys north' portfolio)",1986-87,"MARTIN, Lin - ",Contemporary Australian Art,Gelatin silver photograph,348,1987.166.011_001.jpg,#19181a,#909497,#585c5f,#c8cccc,#333639,black,lightslategray,dimgray,lightgray,darkslategray
"Karnal Singh, cane farmer, Gordonvale (from 'Journeys north' portfolio)",1986-87,"MARTIN, Lin - ",Contemporary Australian Art,Gelatin silver photograph,6695,1987.166.012_001.jpg,#c2c6c9,#717578,#3f4246,#dce0e3,#9fa3a6,silver,gray,darkslategray,gainsboro,darkgray
"Bennett Walker, ranger, Cape Tribulation National Park (from 'Journeys north' portfolio)",1986-87,"MARTIN, Lin - ",Contemporary Australian Art,Gelatin silver photograph,1308,1987.166.013_002.jpg,#9ca0a3,#e2e6e9,#292a2e,#b3b7ba,#5d6164,darkgray,lavender,darkslategray,silver,dimgray
"Jim Wertz, bamboo and tropical fruit grower, Whyanbeal (from 'Journeys north' portfolio)",1986-87,"MARTIN, Lin - ",Contemporary Australian Art,Gelatin silver photograph,5907,1987.166.014_001.jpg,#494c4f,#a6aaad,#777a7d,#d6dadc,#1f1f22,darkslategray,darkgray,gray,gainsboro,black
"Gordon Inglis, station master, Kuranda (from 'Journeys north' portfolio)",1986-87,"MARTIN, Lin - ",Contemporary Australian Art,Gelatin silver photograph,510,1987.166.015_001.jpg,#7a7c7b,#181616,#dadddc,#434343,#b3b7b6,gray,black,gainsboro,darkslategray,silver
"Geb von Kerserlingk, coffee grower, Daintree (from 'Journeys north' portfolio)",1986-87,"MARTIN, Lin - ",Contemporary Australian Art,Gelatin silver photograph,511,1987.166.016_001.jpg,#181718,#d8dbda,#737778,#45484a,#a6aaaa,black,gainsboro,gray,darkslategray,darkgray
"Bob Mitchell, mechanic, Eumundi (from 'Journeys north' portfolio)",1986-87,"MARTIN, Lin - ",Contemporary Australian Art,Gelatin silver photograph,512,1987.166.017_001.jpg,#181516,#979a9c,#636668,#dadede,#353538,black,darkgray,dimgray,gainsboro,darkslategray
"Krista Salmond, mother, Mooloolaba (from 'Journeys north' portfolio)",1986-87,"MARTIN, Lin - ",Contemporary Australian Art,Gelatin silver photograph,7059,1987.166.018_001.jpg,#d9dddf,#1b1a1d,#64676a,#3c3e41,#9a9ea1,gainsboro,black,dimgray,darkslategray,darkgray
"Jim Egan, farmer, Rathdownie (from 'Journeys north' portfolio)",1986-87,"MARTIN, Lin - ",Contemporary Australian Art,Gelatin silver photograph,6696,1987.166.019_001.jpg,#383737,#e5e9e8,#161314,#676868,#a0a2a2,darkslategray,lavender,black,dimgray,darkgray
"Elvira Carmilla Aili, retired, Brisbane (from 'Journeys north' portfolio)",1986-87,"MARTIN, Lin - ",Contemporary Australian Art,Gelatin silver photograph,7060,1987.166.020_001.jpg,#b5b8ba,#4f5255,#808486,#dce0e0,#222226,silver,darkslategray,gray,gainsboro,black
"Bhaktin Diana, Krishna devotee, Brisbane (from 'Journeys north' portfolio)",1986-87,"MARTIN, Lin - ",Contemporary Australian Art,Gelatin silver photograph,7061,1987.166.021_001.jpg,#dadee1,#1d1c1e,#7d8184,#b8bcbf,#494c4f,gainsboro,black,gray,silver,darkslategray
"Sher Humphries, coach/artist, Brisbane (from 'Journeys north' portfolio)",1986-87,"MARTIN, Lin - ",Contemporary Australian Art,Gelatin silver photograph,7062,1987.166.022_001.jpg,#c1c5c8,#5a5d60,#e4e8ea,#95999c,#202023,silver,dimgray,lavender,darkgray,black
"Jean and Billy Smith, retired, Brisbane (from 'Journeys north' portfolio)",1986-87,"MARTIN, Lin - ",Contemporary Australian Art,Gelatin silver photograph,3110,1987.166.023_001.jpg,#18161a,#9b9ea1,#6b6e71,#d7dbde,#3e3f43,black,darkgray,dimgray,gainsboro,darkslategray
"Allan Shannon, artist, Yandina (from 'Journeys north' portfolio)",1986-87,"MARTIN, Lin - ",Contemporary Australian Art,Gelatin silver photograph,4019,1987.166.024_001.jpg,#404245,#9ea2a5,#dbdee0,#6a6d70,#1b1b1e,darkslategray,darkgray,gainsboro,dimgray,black
"Frank Accatino, cane farmer, Moresby (from 'Journeys north' portfolio)",1986-87,"MARTIN, Lin - ",Contemporary Australian Art,Gelatin silver photograph,7063,1987.166.025_001.jpg,#e2e5e5,#36383a,#595b5d,#202021,#989b9c,gainsboro,darkslategray,dimgray,black,darkgray
"Sheila Giles, given the gift of healing, Brisbane (from 'Journeys north' portfolio)",1986-87,"MARTIN, Lin - ",Contemporary Australian Art,Gelatin silver photograph,569,1987.166.026_001.jpg,#3e4043,#a9adb0,#6c6f72,#e5e8ea,#1c1b1e,darkslategray,darkgray,dimgray,lavender,black
"Margaret Rose Loon, OBE, JP, DIANA, BEM, voluntary co-ordinator of entertainment for the elderly, Brisbane (from 'Journeys north' portfolio)",1986-87,"MARTIN, Lin - ",Contemporary Australian Art,Gelatin silver photograph,7064,1987.166.027_001.jpg,#adb1b2,#484b4e,#252629,#787c7e,#dce0e0,darkgray,darkslategray,darkslategray,gray,gainsboro
"Malcolm Enright, designer, Brisbane  (from 'Journeys north' portfolio)",1986-87,"MARTIN, Lin - ",Contemporary Australian Art,Gelatin silver photograph,7065,1987.166.028_001.jpg,#1b1a1d,#d9dde0,#686c6e,#404346,#aaaeb0,black,gainsboro,dimgray,darkslategray,darkgray
"Colin Wheeler, ferry launch master, Brisbane  (from 'Journeys north' portfolio)",1986-87,"MARTIN, Lin - ",Contemporary Australian Art,Gelatin silver photograph,6151,1987.166.029_001.jpg,#585b5b,#adb0b0,#dcdedd,#7f8382,#323435,dimgray,darkgray,gainsboro,gray,darkslategray
"Frank Walker, retired, Mossman (from 'Journeys north' portfolio)",1986-87,"MARTIN, Lin - ",Contemporary Australian Art,Gelatin silver photograph,1823,1987.166.030_001.jpg,#4e5154,#acb0b1,#1c1c1e,#818587,#dadedd,darkslategray,darkgray,black,gray,gainsboro
"Helen Middleton, lifesaver, Alexandra Headland (from 'Journeys north' portfolio)",1986-87,"MARTIN, Lin - ",Contemporary Australian Art,Gelatin silver photograph,13518,1987.172.001_001.jpg,#b2b5b4,#545656,#e0e0e0,#232424,#919594,darkgray,dimgray,gainsboro,black,lightslategray
"Bobby Lees, sculptor/performer/builder, Sunshine Beach (from 'Journeys north' portfolio)",1986-87,"MARTIN, Lin - ",Contemporary Australian Art,Gelatin silver photograph,6218,1987.172.002_001.jpg,#dfe2e2,#4d5052,#1e1e1f,#818486,#b2b6b8,gainsboro,darkslategray,black,gray,silver
"Mary Accatino, cane farmer, Moresby (from 'Journeys north' portfolio)",1986-87,"MARTIN, Lin - ",Contemporary Australian Art,Gelatin silver photograph,3500,1987.172.003_001.jpg,#1c1b1b,#e7e8e8,#696d6c,#424444,#a4a7a6,black,lavender,dimgray,darkslategray,darkgray
"Cherie Daniels, reef walker, Magnetic Island (from 'Journeys north' portfolio)",1986-87,"MARTIN, Lin - ",Contemporary Australian Art,Gelatin silver photograph,3501,1987.172.004_001.jpg,#e1e5e8,#575b5f,#babec1,#2d3034,#878c8f,gainsboro,dimgray,silver,darkslategray,lightslategray
"Fred Robinson, farmer, Rathdownie (from 'Journeys north' portfolio)",1986-87,"MARTIN, Lin - ",Contemporary Australian Art,Gelatin silver photograph,5575,1987.172.005_001.jpg,#4d5053,#aeb1b4,#7e8285,#dfe1e2,#242428,darkslategray,darkgray,gray,gainsboro,darkslategray
"Harry Skennar, collector, Herberton (from 'Journeys north' portfolio)",1986-87,"MARTIN, Lin - ",Contemporary Australian Art,Gelatin silver photograph,1189,1987.172.006_001.jpg,#787c7b,#1b191a,#d6d9d8,#484b4c,#a8acab,gray,black,gainsboro,darkslategray,darkgray
"Deiter, cane weaver, Bingil Bay (from 'Journeys north' portfolio)",1986-87,"MARTIN, Lin - ",Contemporary Australian Art,Gelatin silver photograph,7038,1987.172.007_002.jpg,#e3e7ea,#181618,#7f8285,#babec0,#484b4e,lavender,black,gray,silver,darkslategray
"Herbie Harold Adams, retired boxer, gold miner, Clump Point (from 'Journeys north' portfolio)",1986-87,"MARTIN, Lin - ",Contemporary Australian Art,Gelatin silver photograph,7107,1987.172.008_001.jpg,#818587,#e4e5e5,#27272b,#515457,#b4b8b8,gray,gainsboro,darkslategray,darkslategray,silver
